Start,Loc,Duration,dtime,Status,Calendar
2015-02-10 10:00:00,EAST_OAK,4.0,DAY,,Conference Room
2015-02-10 17:00:00,GALLERY,2.5,DAY,,Conference Room
2015-02-10 17:30:00,MERIDIAN,4.0,EVENING,,Conference Room
2015-02-10 17:30:00,BROADWAY,4.0,EVENING,,Conference Room
2015-02-10 17:30:00,MERIDIAN,4.0,EVENING,,HUB Oakland Events
2015-02-10 17:30:00,BROADWAY,4.0,EVENING,,HUB Oakland Events
2015-02-10 18:30:00,UPTOWN,2.0,EVENING,,Conference Room
2015-02-11 08:00:00,UPTOWN,2.0,DAY,,Conference Room
2015-02-11 09:30:00,GALLERY,2.5,DAY,,Conference Room
2015-02-11 10:00:00,UPTOWN,1.0,DAY,,Conference Room
2015-02-11 10:00:00,MERIDIAN,1.0,DAY,,Conference Room
2015-02-11 10:00:00,UPTOWN,2.0,DAY,,Conference Room
2015-02-11 10:00:00,MERIDIAN,2.0,DAY,,Conference Room
2015-02-11 12:30:00,EAST_OAK,1.5,DAY,,Conference Room
2015-02-11 12:30:00,GALLERY,1.5,DAY,,Conference Room
2015-02-11 12:30:00,EAST_OAK,1.5,DAY,,Conference Room
2015-02-11 12:30:00,GALLERY,1.5,DAY,,Conference Room
2015-02-11 14:15:00,EAST_OAK,1.5,DAY,,Conference Room
2015-02-11 14:30:00,MERIDIAN,1.0,DAY,,Conference Room
2015-02-11 15:00:00,GALLERY,1.0,DAY,,Conference Room
2015-02-11 17:00:00,GALLERY,1.0,DAY,CLOSED,HUB Oakland Events
2015-02-11 17:30:00,DOWNTOWN,1.75,EVENING,,Conference Room
2015-02-11 18:00:00,UPTOWN,4.0,EVENING,,Conference Room
2015-02-12 07:30:00,GALLERY,1.0,DAY,CLOSED,HUB Oakland Events
2015-02-12 08:30:00,GALLERY,2.0,DAY,,HUB Oakland Events
2015-02-12 09:00:00,DOWNTOWN,9.0,DAY,,Conference Room
2015-02-12 09:30:00,UPTOWN,1.5,DAY,,Conference Room
2015-02-12 10:30:00,GALLERY,1.5,DAY,,Conference Room
2015-02-12 12:00:00,MERIDIAN,1.0,DAY,,Conference Room
2015-02-12 12:00:00,UPTOWN,1.0,DAY,,Conference Room
2015-02-12 12:00:00,MERIDIAN,3.0,DAY,,Conference Room
2015-02-12 12:00:00,UPTOWN,3.0,DAY,,Conference Room
2015-02-12 13:00:00,GALLERY,1.0,DAY,,Conference Room
2015-02-12 17:00:00,BROADWAY,1.5,DAY,CLOSED,HUB Oakland Events
2015-02-12 17:30:00,GALLERY,1.0,EVENING,CLOSED,HUB Oakland Events
2015-02-12 18:00:00,BROADWAY,2.0,EVENING,,HUB Oakland Events
2015-02-12 18:15:00,MERIDIAN,2.5,EVENING,,Conference Room
2015-02-12 18:30:00,GALLERY,2.0,EVENING,,HUB Oakland Events
2015-02-12 20:00:00,BROADWAY,1.0,EVENING,,HUB Oakland Events
2015-02-12 20:30:00,GALLERY,0.5,EVENING,,HUB Oakland Events
2015-02-13 08:30:00,MERIDIAN,10.0,DAY,,Conference Room
2015-02-13 09:00:00,EAST_OAK,3.0,DAY,,Conference Room
2015-02-13 11:00:00,GALLERY,4.0,DAY,,Conference Room
2015-02-13 12:30:00,KITCHEN,1.0,DAY,,HUB Oakland Events
2015-02-13 13:00:00,EAST_OAK,2.0,DAY,,Conference Room
2015-02-13 15:30:00,UPTOWN,1.5,DAY,,Conference Room
2015-02-13 17:00:00,BROADWAY,1.5,DAY,CLOSED,HUB Oakland Events
2015-02-13 17:00:00,MEDITATION,1.5,DAY,CLOSED,HUB Oakland Events
2015-02-13 18:00:00,BROADWAY,4.0,EVENING,,HUB Oakland Events
2015-02-13 18:00:00,GALLERY,4.0,EVENING,,HUB Oakland Events
2015-02-13 18:00:00,MERIDIAN,4.0,EVENING,,HUB Oakland Events
2015-02-13 18:00:00,GALLERY,4.0,EVENING,,HUB Oakland Events
2015-02-13 18:00:00,BROADWAY,3.0,EVENING,,Conference Room
2015-02-13 18:00:00,GALLERY,3.0,EVENING,,Conference Room
2015-02-13 18:00:00,MERIDIAN,3.0,EVENING,,Conference Room
2015-02-13 18:00:00,GALLERY,3.0,EVENING,,Conference Room
2015-02-13 18:00:00,BROADWAY,1.0,EVENING,,Conference Room
2015-02-13 18:00:00,GALLERY,1.0,EVENING,,Conference Room
2015-02-13 18:00:00,MERIDIAN,1.0,EVENING,,Conference Room
2015-02-13 18:00:00,GALLERY,1.0,EVENING,,Conference Room
2015-02-13 22:00:00,BROADWAY,1.5,EVENING,,HUB Oakland Events
2015-02-14 16:30:00,BROADWAY,1.5,DAY,CLOSED,HUB Oakland Events
2015-02-14 16:30:00,MEDITATION,1.5,DAY,CLOSED,HUB Oakland Events
2015-02-14 18:00:00,BROADWAY,3.0,EVENING,,HUB Oakland Events
2015-02-14 21:00:00,BROADWAY,1.0,EVENING,,HUB Oakland Events
2015-02-15 09:00:00,DOWNTOWN,4.0,DAY,,Conference Room
2015-02-16 09:00:00,EAST_OAK,4.5,DAY,,Conference Room
2015-02-16 10:00:00,UPTOWN,2.0,DAY,,Conference Room
2015-02-16 14:00:00,MERIDIAN,1.5,DAY,,Conference Room
2015-02-16 14:30:00,UPTOWN,1.5,DAY,,Conference Room
2015-02-16 14:30:00,EAST_OAK,1.5,DAY,,Conference Room
2015-02-16 14:30:00,UPTOWN,2.5,DAY,,Conference Room
2015-02-16 14:30:00,EAST_OAK,2.5,DAY,,Conference Room
2015-02-16 15:00:00,MEDITATION,0.5,DAY,,HUB Oakland Events
2015-02-16 17:30:00,BROADWAY,1.0,EVENING,CLOSED,HUB Oakland Events
2015-02-16 17:30:00,MERIDIAN,1.0,EVENING,CLOSED,HUB Oakland Events
2015-02-16 17:30:00,BROADWAY,4.0,EVENING,CLOSED,Conference Room
2015-02-16 17:30:00,MERIDIAN,4.0,EVENING,CLOSED,Conference Room
2015-02-16 18:00:00,GALLERY,2.0,EVENING,,Conference Room
2015-02-16 18:30:00,BROADWAY,3.0,EVENING,,HUB Oakland Events
2015-02-16 21:30:00,BROADWAY,1.0,EVENING,,HUB Oakland Events
2015-02-17 11:00:00,UPTOWN,1.0,DAY,,Conference Room
2015-02-17 17:00:00,GALLERY,2.5,DAY,,Conference Room
2015-02-17 17:30:00,UPTOWN,1.0,EVENING,,Conference Room
2015-02-17 17:30:00,MERIDIAN,1.0,EVENING,,Conference Room
2015-02-17 17:30:00,UPTOWN,4.0,EVENING,,Conference Room
2015-02-17 17:30:00,MERIDIAN,4.0,EVENING,,Conference Room
2015-02-17 18:30:00,EAST_OAK,2.0,EVENING,,Conference Room
2015-02-18 09:00:00,GALLERY,7.0,DAY,,Conference Room
2015-02-18 09:30:00,UPTOWN,3.5,DAY,,Conference Room
2015-02-18 10:30:00,GALLERY,1.0,DAY,,HUB Oakland Events
2015-02-18 13:00:00,EAST_OAK,1.0,DAY,,Conference Room
2015-02-18 14:15:00,EAST_OAK,2.0,DAY,,Conference Room
2015-02-18 17:30:00,MERIDIAN,3.5,EVENING,,Conference Room
2015-02-18 17:30:00,GALLERY,3.5,EVENING,,Conference Room
2015-02-18 17:30:00,MERIDIAN,1.75,EVENING,,Conference Room
2015-02-18 17:30:00,GALLERY,1.75,EVENING,,Conference Room
2015-02-19 09:00:00,MERIDIAN,10.0,DAY,,Conference Room
2015-02-19 09:00:00,EAST_OAK,10.0,DAY,,Conference Room
2015-02-19 09:00:00,MERIDIAN,8.0,DAY,,Conference Room
2015-02-19 09:00:00,EAST_OAK,8.0,DAY,,Conference Room
2015-02-19 09:30:00,UPTOWN,1.5,DAY,,Conference Room
2015-02-19 11:00:00,GALLERY,6.0,DAY,,Conference Room
2015-02-19 11:30:00,UPTOWN,5.5,DAY,,Conference Room
2015-02-19 15:00:00,MERIDIAN,2.0,DAY,,Conference Room
2015-02-19 16:30:00,GALLERY,2.0,DAY,,Conference Room
2015-02-19 17:00:00,BROADWAY,1.5,DAY,CLOSED,HUB Oakland Events
2015-02-19 17:00:00,ATRIUM,1.5,DAY,CLOSED,HUB Oakland Events
2015-02-19 18:30:00,BROADWAY,3.5,EVENING,,HUB Oakland Events
2015-02-19 18:30:00,GALLERY,3.5,EVENING,,HUB Oakland Events
2015-02-19 18:30:00,ATRIUM,3.5,EVENING,,HUB Oakland Events
2015-02-19 18:30:00,DOWNTOWN,3.5,EVENING,,HUB Oakland Events
2015-02-19 22:00:00,BROADWAY,1.5,EVENING,,HUB Oakland Events
2015-02-19 22:00:00,ATRIUM,1.5,EVENING,,HUB Oakland Events
2015-02-20 08:30:00,GALLERY,7.0,DAY,,Conference Room
2015-02-20 09:00:00,EAST_OAK,2.0,DAY,,Conference Room
2015-02-20 10:00:00,MERIDIAN,7.0,DAY,,Conference Room
2015-02-20 12:30:00,KITCHEN,1.0,DAY,,HUB Oakland Events
2015-02-20 13:00:00,EAST_OAK,3.0,DAY,,Conference Room
2015-02-20 13:15:00,MERIDIAN,2.0,DAY,,Conference Room
2015-02-20 14:00:00,,3.0,DAY,,Conference Room
2015-02-20 16:00:00,GALLERY,2.0,DAY,,Conference Room
2015-02-20 17:00:00,BROADWAY,1.0,DAY,CLOSED,HUB Oakland Events
2015-02-20 18:00:00,BROADWAY,1.0,EVENING,,HUB Oakland Events
2015-02-20 18:00:00,BROADWAY,4.0,EVENING,,HUB Oakland Events
2015-02-20 22:00:00,BROADWAY,1.0,EVENING,CLOSED,HUB Oakland Events
2015-02-21 08:00:00,BROADWAY,14.5,DAY,,HUB Oakland Events
2015-02-21 08:00:00,GALLERY,14.5,DAY,,HUB Oakland Events
2015-02-21 08:00:00,ATRIUM,14.5,DAY,,HUB Oakland Events
2015-02-21 08:00:00,UPTOWN,14.5,DAY,,HUB Oakland Events
2015-02-21 08:00:00,DOWNTOWN,14.5,DAY,,HUB Oakland Events
2015-02-21 10:00:00,MERIDIAN,7.0,DAY,,Conference Room
2015-02-22 09:00:00,BROADWAY,3.0,DAY,,HUB Oakland Events
2015-02-22 09:00:00,GALLERY,3.0,DAY,,HUB Oakland Events
2015-02-22 10:00:00,MERIDIAN,7.0,DAY,,Conference Room
2015-02-23 10:00:00,UPTOWN,2.0,DAY,,Conference Room
2015-02-23 12:00:00,MERIDIAN,1.5,DAY,,Conference Room
2015-02-23 15:00:00,UPTOWN,2.0,DAY,,Conference Room
2015-02-23 15:00:00,DOWNTOWN,2.0,DAY,,Conference Room
2015-02-23 15:00:00,MEDITATION,2.0,DAY,,Conference Room
2015-02-23 15:00:00,UPTOWN,2.0,DAY,,Conference Room
2015-02-23 15:00:00,DOWNTOWN,2.0,DAY,,Conference Room
2015-02-23 15:00:00,MEDITATION,2.0,DAY,,Conference Room
2015-02-23 15:00:00,UPTOWN,0.5,DAY,,HUB Oakland Events
2015-02-23 15:00:00,DOWNTOWN,0.5,DAY,,HUB Oakland Events
2015-02-23 15:00:00,MEDITATION,0.5,DAY,,HUB Oakland Events
2015-02-23 17:30:00,MERIDIAN,4.0,EVENING,,Conference Room
2015-02-23 17:30:00,BROADWAY,4.0,EVENING,,Conference Room
2015-02-23 17:30:00,MERIDIAN,4.5,EVENING,,HUB Oakland Events
2015-02-23 17:30:00,BROADWAY,4.5,EVENING,,HUB Oakland Events
2015-02-23 18:30:00,UPTOWN,2.0,EVENING,,Conference Room
2015-02-24 10:00:00,UPTOWN,1.0,DAY,,Conference Room
2015-02-24 14:00:00,UPTOWN,1.0,DAY,,Conference Room
2015-02-24 15:00:00,EAST_OAK,2.0,DAY,,Conference Room
2015-02-24 16:30:00,UPTOWN,1.5,DAY,,Conference Room
2015-02-24 17:00:00,UPTOWN,2.0,DAY,,Conference Room
2015-02-24 17:30:00,MERIDIAN,4.0,EVENING,CLOSED,Conference Room
2015-02-24 17:30:00,GALLERY,4.0,EVENING,CLOSED,Conference Room
2015-02-24 17:30:00,BROADWAY,4.0,EVENING,CLOSED,Conference Room
2015-02-24 17:30:00,MERIDIAN,1.0,EVENING,CLOSED,HUB Oakland Events
2015-02-24 17:30:00,GALLERY,1.0,EVENING,CLOSED,HUB Oakland Events
2015-02-24 17:30:00,BROADWAY,1.0,EVENING,CLOSED,HUB Oakland Events
2015-02-24 17:30:00,MERIDIAN,5.5,EVENING,CLOSED,HUB Oakland Events
2015-02-24 17:30:00,GALLERY,5.5,EVENING,CLOSED,HUB Oakland Events
2015-02-24 17:30:00,BROADWAY,5.5,EVENING,CLOSED,HUB Oakland Events
2015-02-24 18:00:00,GALLERY,3.0,EVENING,,Conference Room
2015-02-24 18:30:00,GALLERY,2.0,EVENING,,HUB Oakland Events
2015-02-25 13:00:00,UPTOWN,2.0,DAY,,Conference Room
2015-02-25 14:00:00,GALLERY,1.5,DAY,,Conference Room
2015-02-25 17:30:00,GALLERY,1.75,EVENING,,Conference Room
2015-02-25 18:00:00,BROADWAY,5.0,EVENING,,HUB Oakland Events
2015-02-25 18:00:00,ATRIUM,5.0,EVENING,,HUB Oakland Events
2015-02-26 08:00:00,MERIDIAN,14.5,DAY,,Conference Room
2015-02-26 09:30:00,UPTOWN,1.5,DAY,,Conference Room
2015-02-26 10:00:00,GALLERY,1.5,DAY,,Conference Room
2015-02-26 11:00:00,UPTOWN,2.0,DAY,,Conference Room
2015-02-26 12:15:00,UPTOWN,4.75,DAY,,Conference Room
2015-02-26 13:00:00,DOWNTOWN,3.0,DAY,,Conference Room
2015-02-26 17:00:00,UPTOWN,2.0,DAY,,Conference Room
2015-02-26 17:30:00,BROADWAY,5.0,EVENING,,HUB Oakland Events
2015-02-27 08:00:00,EAST_OAK,6.0,DAY,,Conference Room
2015-02-27 12:30:00,KITCHEN,1.0,DAY,,HUB Oakland Events
2015-02-28 10:00:00,GALLERY,8.0,DAY,CLOSED,Conference Room
2015-02-28 17:00:00,GALLERY,3.0,DAY,,HUB Oakland Events
2015-02-28 17:00:00,ATRIUM,3.0,DAY,,HUB Oakland Events
2015-03-01 10:00:00,GALLERY,8.5,DAY,CLOSED,Conference Room
2015-03-01 16:00:00,GALLERY,2.0,DAY,,HUB Oakland Events
2015-03-02 10:00:00,GALLERY,2.0,DAY,,Conference Room
2015-03-02 15:00:00,MEDITATION,0.5,DAY,,HUB Oakland Events
2015-03-02 17:00:00,MERIDIAN,3.0,DAY,,Conference Room
2015-03-02 17:00:00,UPTOWN,3.0,DAY,,Conference Room
2015-03-02 17:00:00,MERIDIAN,1.25,DAY,,Conference Room
2015-03-02 17:00:00,UPTOWN,1.25,DAY,,Conference Room
2015-03-02 17:30:00,BROADWAY,5.5,EVENING,,HUB Oakland Events
2015-03-02 17:30:00,GALLERY,5.5,EVENING,,HUB Oakland Events
2015-03-02 17:30:00,BROADWAY,4.0,EVENING,,Conference Room
2015-03-02 17:30:00,GALLERY,4.0,EVENING,,Conference Room
2015-03-02 18:30:00,UPTOWN,2.0,EVENING,,Conference Room
2015-03-03 08:00:00,GALLERY,14.0,DAY,CLOSED,Conference Room
2015-03-03 09:00:00,UPTOWN,8.0,DAY,,Conference Room
2015-03-03 09:00:00,DOWNTOWN,8.0,DAY,,Conference Room
2015-03-03 09:00:00,UPTOWN,7.0,DAY,,Conference Room
2015-03-03 09:00:00,DOWNTOWN,7.0,DAY,,Conference Room
2015-03-03 10:00:00,MERIDIAN,1.0,DAY,CLOSED,Conference Room
2015-03-03 11:00:00,MERIDIAN,4.0,DAY,,Conference Room
2015-03-03 14:00:00,GALLERY,5.0,DAY,,Conference Room
2015-03-03 15:00:00,MERIDIAN,2.0,DAY,,Conference Room
2015-03-03 17:00:00,DOWNTOWN,2.5,DAY,HOLD,Conference Room
2015-03-03 17:30:00,MERIDIAN,4.0,EVENING,,Conference Room
2015-03-04 09:00:00,UPTOWN,8.0,DAY,,Conference Room
2015-03-04 09:30:00,MERIDIAN,3.5,DAY,,Conference Room
2015-03-04 13:30:00,EAST_OAK,1.5,DAY,,Conference Room
2015-03-04 15:00:00,EAST_OAK,2.5,DAY,,Conference Room
2015-03-04 15:00:00,MEDITATION,2.5,DAY,,Conference Room
2015-03-04 15:00:00,EAST_OAK,2.5,DAY,,Conference Room
2015-03-04 15:00:00,MEDITATION,2.5,DAY,,Conference Room
2015-03-04 16:30:00,MERIDIAN,1.5,DAY,,Conference Room
2015-03-04 17:30:00,BROADWAY,6.0,EVENING,,HUB Oakland Events
2015-03-04 18:00:00,MERIDIAN,3.0,EVENING,,Conference Room
2015-03-05 09:30:00,UPTOWN,1.5,DAY,,Conference Room
2015-03-05 10:00:00,MERIDIAN,10.0,DAY,,Conference Room
2015-03-05 11:00:00,EAST_OAK,1.0,DAY,,Conference Room
2015-03-05 12:00:00,MERIDIAN,3.0,DAY,,Conference Room
2015-03-05 13:00:00,DOWNTOWN,3.0,DAY,,Conference Room
2015-03-05 15:00:00,UPTOWN,2.0,DAY,,Conference Room
2015-03-05 15:00:00,GALLERY,2.0,DAY,,Conference Room
2015-03-05 15:00:00,EAST_OAK,2.0,DAY,,Conference Room
2015-03-05 15:00:00,UPTOWN,3.0,DAY,,Conference Room
2015-03-05 15:00:00,GALLERY,3.0,DAY,,Conference Room
2015-03-05 15:00:00,EAST_OAK,3.0,DAY,,Conference Room
2015-03-05 15:00:00,UPTOWN,2.0,DAY,,Conference Room
2015-03-05 15:00:00,GALLERY,2.0,DAY,,Conference Room
2015-03-05 15:00:00,EAST_OAK,2.0,DAY,,Conference Room
2015-03-05 18:00:00,UPTOWN,2.0,EVENING,,Conference Room
2015-03-05 18:00:00,GALLERY,2.0,EVENING,,Conference Room
2015-03-05 18:00:00,UPTOWN,1.5,EVENING,,Conference Room
2015-03-05 18:00:00,GALLERY,1.5,EVENING,,Conference Room
2015-03-05 19:30:00,GALLERY,1.0,EVENING,CLOSED,Conference Room
2015-03-06 08:00:00,MERIDIAN,11.0,DAY,,Conference Room
2015-03-06 10:30:00,EAST_OAK,4.0,DAY,,Conference Room
2015-03-06 11:00:00,UPTOWN,1.0,DAY,,Conference Room
2015-03-06 12:30:00,KITCHEN,1.0,DAY,,HUB Oakland Events
2015-03-06 16:00:00,UPTOWN,2.0,DAY,,Conference Room
2015-03-06 17:30:00,GALLERY,5.0,EVENING,,HUB Oakland Events
2015-03-06 18:30:00,GALLERY,3.0,EVENING,,Conference Room
2015-03-07 09:00:00,,5.0,DAY,HOLD,HUB Oakland Events
2015-03-07 17:30:00,BROADWAY,5.5,EVENING,,HUB Oakland Events
2015-03-09 10:00:00,MERIDIAN,2.0,DAY,HOLD,Conference Room
2015-03-09 10:00:00,UPTOWN,2.0,DAY,HOLD,Conference Room
2015-03-09 10:00:00,MERIDIAN,2.0,DAY,HOLD,Conference Room
2015-03-09 10:00:00,UPTOWN,2.0,DAY,HOLD,Conference Room
2015-03-09 15:00:00,MEDITATION,0.5,DAY,,HUB Oakland Events
2015-03-09 17:30:00,MERIDIAN,4.0,EVENING,,Conference Room
2015-03-09 18:00:00,BROADWAY,5.0,EVENING,,HUB Oakland Events
2015-03-09 18:30:00,GALLERY,2.0,EVENING,,Conference Room
2015-03-10 08:00:00,UPTOWN,9.0,DAY,,Conference Room
2015-03-10 09:00:00,DOWNTOWN,3.0,DAY,,Conference Room
2015-03-10 10:00:00,MEDITATION,1.0,DAY,,Conference Room
2015-03-10 14:00:00,EAST_OAK,1.5,DAY,,Conference Room
2015-03-10 15:30:00,EAST_OAK,1.0,DAY,,Conference Room
2015-03-10 17:30:00,MERIDIAN,4.0,EVENING,,Conference Room
2015-03-11 08:00:00,GALLERY,5.0,DAY,,Conference Room
2015-03-11 09:00:00,EAST_OAK,1.0,DAY,,Conference Room
2015-03-11 11:00:00,KITCHEN,2.0,DAY,,Conference Room
2015-03-11 13:15:00,UPTOWN,4.0,DAY,,Conference Room
2015-03-11 14:30:00,EAST_OAK,1.0,DAY,,Conference Room
2015-03-11 14:30:00,MERIDIAN,1.0,DAY,,Conference Room
2015-03-11 14:30:00,EAST_OAK,1.5,DAY,,Conference Room
2015-03-11 14:30:00,MERIDIAN,1.5,DAY,,Conference Room
2015-03-11 16:30:00,GALLERY,1.0,DAY,,Conference Room
2015-03-11 18:00:00,MERIDIAN,3.0,EVENING,,Conference Room
2015-03-12 09:00:00,EAST_OAK,9.0,DAY,,Conference Room
2015-03-12 09:00:00,DOWNTOWN,9.0,DAY,,Conference Room
2015-03-12 09:00:00,EAST_OAK,9.0,DAY,,Conference Room
2015-03-12 09:00:00,DOWNTOWN,9.0,DAY,,Conference Room
2015-03-12 09:30:00,UPTOWN,1.25,DAY,,Conference Room
2015-03-12 10:00:00,MERIDIAN,1.0,DAY,,Conference Room
2015-03-12 10:45:00,UPTOWN,2.5,DAY,,Conference Room
2015-03-12 13:00:00,GALLERY,3.0,DAY,,Conference Room
2015-03-12 13:30:00,MERIDIAN,6.5,DAY,,Conference Room
2015-03-12 17:00:00,BROADWAY,4.0,DAY,,HUB Oakland Events
2015-03-12 18:00:00,UPTOWN,2.0,EVENING,,Conference Room
2015-03-12 18:30:00,MERIDIAN,2.5,EVENING,,Conference Room
2015-03-12 18:30:00,GALLERY,2.5,EVENING,,Conference Room
2015-03-12 18:30:00,MERIDIAN,3.0,EVENING,,HUB Oakland Events
2015-03-12 18:30:00,GALLERY,3.0,EVENING,,HUB Oakland Events
2015-03-13 07:45:00,,10.5,DAY,,HUB Oakland Events
2015-03-13 08:30:00,EAST_OAK,1.5,DAY,,Conference Room
2015-03-13 09:00:00,GALLERY,4.0,DAY,HOLD,Conference Room
2015-03-13 10:00:00,MERIDIAN,7.0,DAY,CLOSED,Conference Room
2015-03-13 10:00:00,DOWNTOWN,7.0,DAY,CLOSED,Conference Room
2015-03-13 10:00:00,MERIDIAN,2.0,DAY,CLOSED,Conference Room
2015-03-13 10:00:00,DOWNTOWN,2.0,DAY,CLOSED,Conference Room
2015-03-13 10:30:00,UPTOWN,2.5,DAY,,Conference Room
2015-03-13 12:00:00,DOWNTOWN,1.5,DAY,,Conference Room
2015-03-13 12:30:00,KITCHEN,1.0,DAY,,HUB Oakland Events
2015-03-14 15:30:00,BROADWAY,7.5,DAY,,HUB Oakland Events
2015-03-14 15:30:00,ATRIUM,7.5,DAY,,HUB Oakland Events
2015-03-15 10:00:00,MERIDIAN,7.0,DAY,CLOSED,Conference Room
2015-03-16 10:00:00,UPTOWN,2.0,DAY,,Conference Room
2015-03-16 11:00:00,MERIDIAN,1.0,DAY,,Conference Room
2015-03-16 12:00:00,MEDITATION,2.0,DAY,,Conference Room
2015-03-16 13:00:00,UPTOWN,1.5,DAY,,Conference Room
2015-03-16 15:00:00,MEDITATION,0.5,DAY,,HUB Oakland Events
2015-03-16 16:00:00,EAST_OAK,1.0,DAY,,Conference Room
